"PIDN","Ca","P","pH","SOC","Sand"
"09gt9UK5",-0.116116610350327,-0.302706515948719,-0.217054142654936,-1.03006253172267,0.805708397181453
"0BVvxJ6a",-0.642079750394337,-0.441608751998411,0.42477635579939,-0.80193893664185,0.516368429235722
"0KbdgApg",-0.134368798291358,-0.216848182925446,0.199233435534554,-0.455466221211472,0.553943367300011
"0MnuuduB",-0.24842625461423,-0.533567963403708,0.105815110810186,1.08992288420214,-0.612886332893397
"0PcIsF9z",-0.517321741103918,0.944116201657354,-0.517047002651123,-0.223722230335936,-0.0206895670862688
"0ShTFLYJ",1.31418127425786,-0.1974615195758,1.02671387315047,-0.657285064769411,-0.116619580992625
"0XZh9jka",-0.443603899838851,-0.0541713201942012,-0.400191773129753,-2.72322574292303,-0.257690215481941
"0Y7Wegri",-0.116891036883975,-0.454297666272574,0.696629107369788,-0.773005722194389,0.859997353888641
"0dTqplIM",-0.0832718309125493,-0.447636465525983,-0.162400203895265,-0.363669430475949,-0.884985268744624
"0lNiZicC",0.00113592695702423,-0.377525374169599,-0.511371038706241,-0.631665059507824,-0.360638391031716
"0rGeJ0QN",-0.38294188716963,-0.723217806342606,-0.603596822087596,-0.269504494329312,0.210031775053706
"0sXI9ytQ",1.66822084559051,-0.20424202965474,0.834370177658688,0.980348458891309,0.234283862993843
"0ukt4aP6",-1.21680221047998,-0.402732713991682,-0.595105801222664,0.877609551644491,0.748823145674045
"1AGspb8f",-0.153834573224022,-0.6905278796895,-0.523717380337834,0.400627856553754,-0.388179628264593
"1Csy0gvE",-0.0615355515304973,-0.326922740976385,-0.75167465351715,-0.359022417003741,-0.0757893389265413
"1Ic2hly1",-0.420509913432139,-0.281790210370586,-0.957735067925054,0.324809942806224,-0.0602157378336453
"1PPbaTwt",-0.236086681491426,2.70457243018361,-0.124788536583866,-1.61598226675127,0.891190214535026
"1SO5VJNy",-0.372147840534606,0.0308870092862486,-0.467031123609658,-0.353794622730353,0.326555100008566
"1arHxK3Y",2.08812367319282,-0.813170497155839,1.2702906266735,1.34682981831225,-0.0448131116642451
"1fCW4Bba",-0.458148222755225,0.0666713484735589,-0.524873988411943,-0.883237404461982,0.257294075422078
"1qDZNvIm",-0.309183754047449,-0.337448957977223,-0.22825940063485,-0.58432069338955,-0.726938367398649
"28LYJC2V",-0.254806277747156,-0.297876862350857,-0.940825224595636,0.448636085345419,-0.520685059444395
"2CzACvQq",2.38130048300372,-0.513592903098613,1.81815812550059,-0.134939494976479,-0.184131507552007
"2FT3crfv",-0.0634895455291508,-0.409845578533476,-0.660314751215634,-0.364874633378574,-0.240039274288775
"2Fy2uHVg",-0.00557551502485057,-0.0280627005603671,-0.718212568970908,0.132176773282109,-0.626023651969514
"2MkMEApm",-0.45187364107309,-0.134917227805214,-0.861278534053582,-0.724954948175558,0.169402637971577
"2NDGWEOe",-0.0801102734160135,0.759043968824982,0.623052773850478,-0.812827242511626,-0.270938930361502
"2NyyCiqn",-0.210802908663602,-0.159939676319944,1.07952377181981,-0.595334445220485,0.45444977092614
"2QRzIb84",2.77380029382523,-0.520856774968187,1.83353357487797,-0.630838182693759,-0.345155242344554
"2QcbdrUZ",-0.262726914014686,-0.399743910638293,0.305897577959669,1.23916388028041,-0.471557780139282
"2YgAimWK",-0.509724013195239,-0.0705741499444271,-0.376951047427495,-0.757382363630797,0.681934723138528
"2cx85d9H",-0.338649468083652,-0.607816403754346,0.188288772937295,-0.358680055234304,0.4946661542897
"2homMXMV",-0.445419282669583,-0.402944123660752,-0.242613712958597,-0.0351232932884318,-0.936903482675956
"2ldLrUtq",0.865424750856207,-0.0924551440574226,0.354925894553479,0.260549156061552,-0.606826072924153
"2nsACW6G",-0.35113142087897,-0.000504652854780179,-0.184166814036398,-0.133228638800389,-0.296766657962085
"2yMbVnWc",-0.128406686467499,-0.414082757202644,-0.472483435837559,0.515783376328946,-0.382368544748223
"36r8sgGQ",-0.38782649176689,0.0769283781676062,0.145584379877228,-0.695383305165425,0.359520457176489
"3NXAXCl3",-0.533962307068332,-0.363910767577352,-0.600511568642369,-1.08643857338245,-0.164005020402666
"3QG0z6fl",-0.173680941534444,-0.351335288162327,0.241143181732961,-1.26522224324624,0.802111786733604
"3WS8R9qm",-0.441381328660076,1.62202610458479,-0.239084886840326,-1.04591324237549,-0.148207021764403
"3fRLm8f5",-0.509989804101998,-0.549255313406477,-0.275481463657174,-0.181143583669455,-0.284088594713787
