"PIDN","Ca","P","pH","SOC","Sand"
"09gt9UK5",-0.493906974699483,-0.071912007135459,-0.206911153885092,-0.684071579375432,0.340023368099004
"0BVvxJ6a",0.753909646461079,0.126862310933941,0.092343294895462,-0.537001624146463,-0.835792790136196
"0KbdgApg",-0.110362838744439,0.0290272751681656,-0.0348298211384335,-0.0455068627948608,-0.52851818907571
"0MnuuduB",-0.173120729185595,-0.0292134079883808,-0.0251613617223535,0.694747456861469,-1.02387825046388
"0PcIsF9z",-0.417675971307436,-0.256760880655588,-0.486280943067979,0.510462450706157,-0.265140469038019
"0ShTFLYJ",-0.963148378373428,-0.368384618716924,-0.562519992279113,-0.628626793045665,0.195788000779828
"0XZh9jka",-0.565081119333362,-0.095482068857277,-0.231359437900725,1.35241490095876,-0.653442666461826
"0Y7Wegri",-0.171873085734955,0.262258914913001,0.310691086689095,-0.600478753279669,0.245516102003097
"0dTqplIM",-0.0855275855916998,0.0612247275230273,-0.00582336302533901,0.303477362496685,-0.742423296444838
"0lNiZicC",-0.521178424029352,-0.396639561098016,-0.496634645045713,-0.315969634103761,-0.536089145762946
"0rGeJ0QN",-0.718205272178073,-0.0449363541506931,0.0292890249114155,0.00466112277490073,0.445379286308443
"0sXI9ytQ",-0.612661253710205,-0.136376576806812,-0.177187905231843,-0.800073275197133,1.56188649084913
"0ukt4aP6",0.407642237262592,-0.052815916187244,-0.202580838043332,0.244551545395243,-0.15634188075845
"1AGspb8f",-0.872977362940819,-0.129964567097032,-0.134132993420561,0.304338109419363,-0.675034751171894
"1Csy0gvE",-0.61663978156367,-0.0609629676417296,-0.173236755802472,-0.741366105581481,1.02317026606112
"1Ic2hly1",-0.0530977347559171,0.127832574626817,0.208937165013318,0.0963531120402906,0.390278052119075
"1PPbaTwt",-0.538597845733119,-0.0203604902354185,-0.140297882438842,-0.785891889322488,-0.115279930379319
"1SO5VJNy",-0.619514235150053,-0.0349620570788339,-0.075603750998762,-0.897741880400841,1.00738252809778
"1arHxK3Y",0.789639358205942,0.0614431663938702,0.152856808869784,0.7545624053981,-0.285985660464958
"1fCW4Bba",0.101128172314476,0.0020750137406784,0.032284257468536,-0.674160260061565,0.663812755285836
"1qDZNvIm",-0.623365996755699,-0.0307549851943167,-0.0842234601762352,-1.38430082238614,1.37084749747068
"28LYJC2V",-0.51603828379825,-0.0236971078781256,0.006732597784398,0.70195067274321,-0.318486784590522
"2CzACvQq",0.613415176456979,0.0706816568772227,0.144025227198313,-0.501232530718472,-0.272872934273848
"2FT3crfv",-0.4555850307059,-0.0226774828910916,-0.175665683658287,0.151271324364922,-0.546522190348327
"2Fy2uHVg",-0.438728282252771,-0.238386254199458,-0.502739957941112,-1.00585238215127,-0.119844764078139
"2MkMEApm",-0.416663335936402,0.0566320713739916,0.081910268975437,-1.08898360310386,1.14895720650379
"2NDGWEOe",0.908703561442071,-0.0432855755797117,-0.0437148125292778,0.0280919108617707,-0.515854138270385
"2NyyCiqn",-0.443459646142821,0.0121749168266438,-0.0227941507218706,-0.881802975258783,0.981765104593129
"2QRzIb84",0.351584353358785,0.104865864118645,0.175503833363435,-0.595256626421592,0.19903091113652
"2QcbdrUZ",-0.300852862746158,-0.0785868851191307,-0.0325746823615145,-0.842419931368131,0.830113269375561
"2YgAimWK",-0.222998449416317,0.00786183477658468,-0.0158326160077412,-0.715052526505833,0.811505104327166
