"PIDN","Ca","P","pH","SOC","Sand"
"09gt9UK5",0.448201612018248,0.1186912320201,0.00869155006336986,0.175459295436603,0.263634262698275
"0BVvxJ6a",0.516798834529511,0.524486725152324,0.570127633459449,0.361683182076521,-0.506091864681396
"0KbdgApg",0.167619759399585,0.398680526941453,0.647285946417875,0.597692224171471,-0.131348240721117
"0MnuuduB",-0.0948553466684939,-0.17641458833881,-0.0879844187535914,0.206357135668477,0.34678176195097
"0PcIsF9z",-0.23233012278743,-0.201521477794219,-0.536893648016326,-0.206833412612859,-0.100377067289903
"0ShTFLYJ",-0.340183651033905,-0.410134520090389,0.93364916999173,0.531489096263177,0.895648347790935
"0XZh9jka",-0.249609797522977,-0.187041089749386,-1.84733038185561,-1.76284060984248,-1.62064685786754
"0Y7Wegri",0.936587409256188,0.785485842961575,0.557891206414522,0.361683182076521,-0.106136866023868
"0dTqplIM",-0.0195398885161535,0.230592954845171,0.546182578028144,0.30880769626277,-0.405061207775986
"0lNiZicC",-0.366373995076988,-0.577584908155517,0.980521077851776,0.511944787286527,0.297569235297364
"0rGeJ0QN",-0.411141449366292,-0.178071328352594,-0.413396786734676,-0.794568076455169,-0.489869633389418
"0sXI9ytQ",-0.231358678860771,-0.211199186790905,-0.0347772913451255,0.33674237072179,0.170907039053929
"0ukt4aP6",0.204556726367561,0.220259473905327,1.60818709765704,0.390777597227328,-0.533918410587585
"1AGspb8f",-0.480797964723621,-0.242951820126126,-0.450470110222878,-0.792511218748521,-0.293947466342194
"1Csy0gvE",-0.0403212049611866,0.0598975671626535,0.0608165236272694,0.393761011964604,0.0428546251849054
"1Ic2hly1",-0.237425430638968,0.109395639012704,-0.625282915811592,-0.714811006372231,-0.684283448825582
"1PPbaTwt",0.1031713309088,0.219623250187734,0.41127911013645,0.421398502347312,0.11800228365975
"1SO5VJNy",-0.402663593768233,-0.039984445834802,-0.30038737474347,-0.559269946685172,-0.088147740113856
"1arHxK3Y",0.37107870249143,-0.14487002675744,1.1339061681455,0.855800659608287,1.12058040988547
"1fCW4Bba",-0.0650763424196044,0.0918271573346794,-0.165464365061788,-0.421030945292813,-0.0291289392045047
"1qDZNvIm",-0.256512905603869,0.0390076062784511,-0.346686815213603,-0.260113212945967,-0.0294144772126548
"28LYJC2V",-0.411141449366292,-0.178071328352594,-0.58725503488425,-0.794568076455169,-0.489869633389418
