"PIDN","Ca","P","pH","SOC","Sand"
"09gt9UK5",-0.408745784981048,-0.234227227110647,-0.297041965090204,-0.590241338813888,0.0432637244954744
"0BVvxJ6a",0.0791758176944937,-0.199027124536686,0.346482375141619,-0.306124130161497,-0.518640810544343
"0KbdgApg",-0.213285028272677,-0.262679226166079,0.0799961160397955,-0.0991397106537584,-0.412778932674558
"0MnuuduB",-0.00999165564197524,-0.226862936148089,0.0115118802113209,0.53412144332387,-1.17085313290105
"0PcIsF9z",-0.532733801316483,-0.263952675147778,-0.976433662072428,-0.168751595600524,0.0639448458081369
"0ShTFLYJ",-0.530599601912741,-0.371203507636335,-0.0572612811363035,-1.09512427100398,0.395784279118716
"0XZh9jka",-0.132294769472325,-0.225861484580241,-0.718749481684183,1.09619713321865,-1.07112032483249
"0Y7Wegri",-0.154075618020423,-0.158563453453867,0.318020692459225,-0.15839945561188,0.406613582285007
"0dTqplIM",0.0756771057332494,-0.178690546924164,0.385049782686031,0.206924931831519,-0.716619431227319
"0lNiZicC",-0.551090879915483,-0.424530618129733,-0.322190671801271,-0.820013676343512,-0.186792964854314
"0rGeJ0QN",-0.422092225113514,-0.156248808228741,-0.344793041094293,-0.116172848550783,0.450995617980104
"0sXI9ytQ",-0.441551050267946,-0.150829158505893,-0.323400173781155,-0.786290517314531,1.51548381870484
"0ukt4aP6",0.120585153448595,-0.231421362672721,0.530760864534315,-0.237252397641906,-0.492423189124861
"1AGspb8f",-0.518045811329089,-0.316900948067197,-0.759325357385011,0.120918023312756,-0.649887008643236
"1Csy0gvE",-0.427009333557105,-0.155728106879818,-0.278217390025629,-0.622171592651486,1.1055685527375
"1Ic2hly1",-0.286495985475806,-0.104812568018002,-0.314369480933401,-0.116410047703985,0.237980403981121
"1PPbaTwt",-0.312510923376434,-0.290814642269111,-0.118140010964708,-0.496195474377401,-0.369114946522027
"1SO5VJNy",-0.367749889229455,-0.123030387211061,-0.197189362118022,-0.49299487494517,1.10261630063327
"1arHxK3Y",0.560546304442366,-0.0895603106900412,1.068782643952,0.0836189394155625,-0.405204115345725
"1fCW4Bba",-0.323573094173422,-0.108904311569318,-0.0898960287099677,-0.366244903427114,0.309839251710152
"1qDZNvIm",-0.493484700408255,-0.141189234720226,-0.467662532454693,-0.636583514596666,1.10828964290359
"28LYJC2V",-0.345956342824951,-0.20221980187519,-0.600024719540595,0.266680375818811,-0.406500931307881
"2CzACvQq",0.246957885986227,-0.187151743519804,0.943130903249106,-0.0872052277215197,-0.44521597666804
"2FT3crfv",-0.135793176120895,-0.207104042769347,-0.0415401671749573,0.196276559913193,-0.629159093639935
"2Fy2uHVg",-0.559782590070072,-0.289083806968374,-0.564675171187239,-0.497120023461734,-0.231874034557627
"2MkMEApm",-0.315596385369055,-0.0984010029613019,0.000860428289801374,-0.548084916237872,0.916054361748166
"2NDGWEOe",0.392227597944356,-0.186000946036666,1.33652682027359,-0.331734481867744,-0.522592427689079
"2NyyCiqn",-0.341708580979671,-0.112121358713386,-0.105119068294924,-0.524154725921377,1.00345134757164
"2QRzIb84",0.272508365713058,-0.135850404224776,1.0428962261608,-0.202701441540943,-0.0280412622933056
"2QcbdrUZ",-0.408249955062276,-0.212148315319467,-0.283619558604332,-0.626001816863224,0.716045526887092
"2YgAimWK",-0.323557898830672,-0.118232865195645,-0.0541831902187176,-0.38930154673577,0.530119502228232
"2cx85d9H",-0.132559465198478,-0.301116813250001,0.0682843026550537,-0.121158943746179,-0.559529378361859
"2homMXMV",-0.45009257956759,-0.153094982064335,-0.58612001392411,-0.125002678229523,0.436878114832071
"2ldLrUtq",-0.498160063672302,-0.336533965663554,-0.472756031281603,-0.333110487993457,-0.558129348700367
"2nsACW6G",-0.559180054048709,-0.357952550472831,-1.3258257605058,0.977931342825432,-1.39075933086376
"2yMbVnWc",-0.246700242081808,-0.103998557888336,-0.270083264109249,0.649569726501274,-0.123417822826683
"36r8sgGQ",-0.434207105303518,-0.194779989727419,-0.252411952009281,-0.724067183866472,1.04957251676506
"3NXAXCl3",-0.509054079780944,-0.343921776420155,-1.11188972166615,0.560335992987976,-1.09676719359862
"3QG0z6fl",-0.42007731226099,-0.295136885216506,-0.196488865623204,-0.582000699575804,-0.17215512041679
"3WS8R9qm",-0.18384860032307,-0.336752903573538,-0.740073070454171,1.43923624617723,-1.46593700734166
"3fRLm8f5",-0.411822441129827,-0.165065691076882,-0.627609262709489,-0.0812835100597641,0.245397558208287
"3mZhp1nQ",-0.432468694831837,-0.230012174849594,-0.248541506306788,-0.513069807449115,0.6435447625254
"3pikJXRL",-0.582825816635407,-0.344260636478603,-1.26377294688669,0.448519329931107,-1.05043457189648
"3pxOEGHL",-0.441008548324261,-0.173748592829964,-0.303848987017176,-0.679714464828936,0.894612884041402
"3ttdV3f5",-0.458276866028959,-0.243791037113296,-0.524402136993111,-0.268222986733422,0.186988979760467
"3v4X6Mfe",0.382361425122911,-0.208631078853485,0.875345222313393,-0.234215218088333,-0.550400466110952
"3wORuPiv",-0.249839538856834,-0.26503132350195,-0.548510063295011,0.18622832776672,-1.04045824340982
"43EfrxZj",-0.0779748713955627,-0.202465449446966,0.0551389413643339,0.152398927177322,-0.632721525195363
"457Vwm21",-0.041449205903503,-0.162352535824836,0.385526790725197,-0.0446481191603301,-0.098980269113581
"46KNnOdx",-0.559017115549642,-0.208982852239397,-0.818405532942121,-0.0272666149189624,0.0743018805964314
"47TwNsVC",-0.475831008724404,-0.400356198544919,-1.21647076521924,0.997261066634131,-1.48279749534378
"49856RpO",-0.531170733164555,-0.339310578297715,-0.81090818488897,-0.0780296284690056,-0.661079291342101
"4Ane1o2N",-0.434226264476137,-0.205042618624707,-0.244584099441898,-0.582403426012998,0.493969933483156
"4AyVUgSc",-0.510330699917387,-0.36266841153864,-0.140094373273708,-0.756106875750019,0.127777147831699
"4B1951On",-0.124994092587807,-0.268176741107825,0.0430117461719155,-0.280778256139934,-0.756769534540422
"4OL39Teo",-0.0805237029990616,-0.13834581373836,0.0910792416092523,0.119388632467858,-0.453621416109164
"4eQ90eLY",-0.188820199164617,-0.218574651896615,-0.150914433558687,0.224216625275488,-0.836507455761651
"4o5jwMj8",-0.318865861053189,-0.245647952250543,-0.0730606493831805,-0.51191439616849,0.289002211414378
"4vPgpl2c",-0.468229174151126,-0.217073670676458,-0.454003090355896,-0.50838292861514,-0.0456604038265251
"51r9aA0d",-0.510998212250145,-0.394318520013167,-0.136172888361971,-0.673572862359204,-0.020231339832081
"58SmeRoP",-0.294393908504711,-0.29836514755466,-0.205598244096137,0.0777211009659692,-0.38035037867958
"5HJp1AXn",-0.228837512532802,-0.129610970250304,-0.572581161154116,0.221875891453696,-0.280598526560586
"5MBZW7fx",0.0350523732792857,-0.223300050779253,0.641404531377311,-0.358072712241993,-0.563928572604154
"5Nq3gHaP",0.0705660335028019,-0.0967329083646226,0.279103328166921,0.217197437473467,-0.510140394684283
"5RmwFFK3",0.187235136904426,-0.150177263392901,0.281304467616935,0.0904304881667046,-0.785074594569742
"5Tu5Jbov",-0.487235192907984,-0.249062747178537,-0.489080899396049,-0.176269640507324,-0.38686060650314
"5YEolkev",-0.381308692111828,-0.321293217037657,-0.222462478180571,-0.360944202607803,-0.484961135039792
"5a8sf6QV",-0.133635350202464,-0.241328940073456,0.276647918175999,-0.207117761752721,-0.44877845424929
"5eSvmqYm",-0.443893503118245,-0.265666853383659,-0.259130229977989,-0.579603859525156,-0.00147904956868417
"5hkN8fiv",-0.441924162928819,-0.302093389829176,-0.912511686566884,0.292440934396692,-0.585774919090597
"5oK8Gti5",-0.354578345785217,-0.158412528509794,-0.163846028797948,-0.552990140251417,0.318745646009556
"5paniGaU",-0.602393407262025,-0.167848835493376,-0.720483570372355,-0.785480972437751,1.56506860264271
