"id","relevance"
1,2.08954640302148
4,1.96430358036282
5,2.1790585630043
6,2.75219967774901
7,2.37329817482329
8,2.21158650129969
10,2.66690986835774
11,2.68146607230679
12,2.00552559310335
13,2.68210799652376
14,2.69758632965486
15,2.35858472962076
19,2.4261253920982
22,2.73012950994522
24,2.56219264239453
25,2.17397792514859
26,2.06768320914139
28,2.50716893072954
29,2.21158650129969
30,2.23072458109305
31,2.67475127392249
32,2.50540480126783
33,2.13855044825472
36,2.2871128035512
39,2.17397792514859
40,2.67475127392249
41,1.91612068922226
42,2.4261253920982
43,2.70440168564256
44,2.28147600795966
45,2.56413999685235
46,2.28147600795966
47,2.14361728667656
49,2.56219264239453
50,2.50716893072954
52,2.4261253920982
53,2.2871128035512
54,2.31852284348517
55,2.56413999685235
56,2.68210799652376
57,2.20022265827623
58,2.3512280070195
59,2.23072458109305
60,1.87257272613372
61,2.50540480126783
62,2.4261253920982
63,2.12202610483588
64,2.67475127392249
66,2.58818081341229
67,2.27411928535839
68,2.08954640302148
70,2.21158650129969
71,2.4261253920982
72,1.91612068922226
73,1.96430358036282
74,2.06768320914139
76,2.08954640302148
77,2.06768320914139
78,2.20022265827623
79,1.91612068922226
80,2.06768320914139
82,2.4261253920982
83,2.4261253920982
84,1.87257272613372
86,2.31314632027712
87,2.67475127392249
89,2.4261253920982
91,1.90132501141761
93,1.90132501141761
94,2.06768320914139
95,1.96430358036282
96,1.91612068922226
97,2.06768320914139
98,2.22920116986622
99,1.91612068922226
100,2.75219967774901
102,2.28147600795966
103,2.06768320914139
104,2.06768320914139
107,2.50540480126783
108,2.06768320914139
109,2.5242848026983
110,2.19968330628398
111,2.19968330628398
112,2.46058665189898
115,1.98405861393861
116,2.27411928535839
118,2.08332089372687
119,2.35858472962076
121,2.35858472962076
124,2.67475127392249
126,2.4261253920982
128,2.17397792514859
129,2.28147600795966
130,2.4261253920982
131,2.30402957826155
132,2.30402957826155
133,2.67475127392249
134,2.09050164972915
135,2.15531443686819
137,2.4261253920982
139,2.06108641905708
140,2.06768320914139
141,2.21158650129969
142,2.11907366255441
144,2.50540480126783
145,2.67475127392249
146,1.98405861393861
148,1.91612068922226
151,2.4261253920982
152,2.21158650129969
153,2.50716893072954
154,2.08954640302148
155,2.21158650129969
156,1.98121680325576
159,2.08954640302148
160,2.21158650129969
161,2.31852284348517
163,2.56219264239453
167,2.50716893072954
168,2.4261253920982
169,2.06768320914139
170,2.50540480126783
171,2.67475127392249
173,2.21158650129969
174,2.08954640302148
175,2.31852284348517
176,2.10113974478683
180,2.21158650129969
183,2.31852284348517
184,2.21158650129969
185,2.21158650129969
187,2.3512280070195
188,2.50540480126783
189,1.91612068922226
190,2.13855044825472
192,2.50716893072954
194,2.50716893072954
196,2.08954640302148
197,2.06768320914139
198,2.50540480126783
199,2.50540480126783
200,2.67475127392249
204,2.73748623254648
206,2.50540480126783
207,2.06108641905708
208,2.2132963591589
209,2.25780310330518
211,2.67475127392249
212,2.27411928535839
213,2.50540480126783
216,2.06108641905708
217,2.23074261367485
218,2.27411928535839
219,2.27411928535839
220,2.17397792514859
221,2.4261253920982
222,2.31852284348517
224,1.91612068922226
225,2.4261253920982
228,2.4261253920982
229,2.27411928535839
230,2.70440168564256
231,2.17397792514859
232,2.17397792514859
234,2.67475127392249
235,2.67475127392249
236,2.27411928535839
237,2.27411928535839
238,2.73012950994522
239,2.20022265827623
240,2.12202610483588
242,2.68162331356027
243,2.4261253920982
244,2.23074261367485
246,2.50716893072954
247,2.31852284348517
248,2.21158650129969
249,2.46794337450025
250,2.21158650129969
251,2.60986604530617
252,2.4261253920982
253,2.16727121317799
254,2.35184115664676
256,2.08332089372687
258,2.06768320914139
260,2.21158650129969
262,2.18620115812321
263,2.31852284348517
264,2.06768320914139
265,2.08954640302148
267,2.73012950994522
268,2.2871128035512
269,2.08782911167787
271,2.23074261367485
273,2.50716893072954
274,2.31852284348517
277,2.4261253920982
278,2.10375182194006
279,1.91612068922226
280,2.50716893072954
281,2.67475127392249
282,2.68210799652376
283,2.50540480126783
285,2.08332089372687
286,2.4261253920982
287,2.06768320914139
288,2.50716893072954
289,2.50716893072954
291,2.4261253920982
292,2.4261253920982
295,2.50716893072954
296,2.50716893072954
298,2.4261253920982
299,2.27411928535839
300,2.27411928535839
301,2.66095471811779
302,2.67475127392249
303,2.08954640302148
304,1.91612068922226
306,2.36292123893294
307,2.35919787924803
308,2.43652785118537
309,2.7178171228569
310,2.06108641905708
311,2.2132963591589
312,2.58818081341229
313,2.35858472962076
315,2.46794337450025
316,2.32587956608643
317,2.09795220863664
320,2.28147600795966
321,2.60986604530617
322,2.67475127392249
324,2.65800042442051
325,2.64020012565667
326,2.35526889007546
328,2.68882279490806
329,2.32050304287838
330,2.20464749602874
332,2.4258289262658
333,2.19968330628398
336,2.19968330628398
337,2.50540480126783
338,2.67475127392249
339,2.21158650129969
342,2.60986604530617
344,2.21158650129969
345,2.4261253920982
348,2.60986604530617
349,2.27411928535839
352,2.19968330628398
353,2.68146607230679
356,2.19968330628398
357,2.53164152529956
358,2.36464861800342
360,2.31852284348517
362,1.98405861393861
364,2.67475127392249
366,2.71046040025564
367,2.60986604530617
368,2.21158650129969
369,2.50716893072954
370,2.67475127392249
371,2.58818081341229
372,2.50716893072954
376,2.35858472962076
377,2.73748623254648
378,2.58818081341229
379,2.27411928535839
380,1.91612068922226
381,2.67475127392249
382,2.17397792514859
383,2.15081194546267
384,2.67475127392249
386,2.67475127392249
387,2.67475127392249
388,2.67475127392249
390,2.12202610483588
391,1.90132501141761
392,2.73012950994522
393,1.9887418999963
394,1.98405861393861
395,2.74484295514775
396,2.31852284348517
398,2.17397792514859
399,2.73012950994522
404,2.57149671945362
405,2.74484295514775
406,2.74484295514775
409,2.52632595922317
410,2.27411928535839
412,2.67475127392249
414,2.12202610483588
415,1.91612068922226
416,2.50716893072954
417,1.91612068922226
419,2.20022265827623
420,2.56219264239453
423,2.17397792514859
424,2.50716893072954
425,1.98405861393861
426,2.67475127392249
427,2.06768320914139
428,2.4261253920982
429,2.21158650129969
430,2.06768320914139
431,2.50540480126783
432,2.4291711285841
433,2.52632595922317
434,2.36873597880104
435,2.28947236742481
436,2.52402026469613
437,2.70440168564256
438,2.66831144071906
439,2.68257757436599
441,2.27411928535839
442,2.4291711285841
443,2.27411928535839
448,2.28947236742481
449,2.27411928535839
450,2.36292123893294
451,2.37609270140231
453,2.73748623254648
457,2.70440168564256
460,2.58818081341229
462,2.7178171228569
463,2.68210799652376
464,2.2871128035512
465,2.71046040025564
466,2.73012950994522
467,2.35556451633167
471,2.56219264239453
472,2.56219264239453
474,2.4261253920982
477,2.17397792514859
482,2.12938282743715
483,2.28147600795966
484,2.67475127392249
486,2.67475127392249
487,2.08954640302148
488,2.67475127392249
489,2.31852284348517
490,2.23072458109305
493,2.50716893072954
494,2.18620115812321
495,2.4261253920982
496,2.12202610483588
498,2.23072458109305
499,2.4261253920982
502,2.37706153990923
503,2.36464861800342
504,2.60986604530617
505,2.68146607230679
506,2.27411928535839
507,2.50540480126783
509,2.66690986835774
510,2.17397792514859
512,2.10113974478683
